Date,Open,Close,High,Low
2005-05-03,1.8938,1.8959,1.8923,1.8882
2005-05-04,1.8926,1.9033,1.9021,1.8917
2005-05-05,1.9016,1.9077,1.9029,1.899
2005-05-06,1.9052,1.9071,1.8901,1.8894
2005-05-09,1.8901,1.8912,1.8856,1.8801
2005-05-10,1.883,1.8866,1.882,1.8759
2005-05-11,1.8818,1.8912,1.8718,1.8691
2005-05-12,1.8714,1.8737,1.864,1.8597
2005-05-13,1.8658,1.8658,1.8473,1.8473
2005-05-16,1.8495,1.8509,1.8375,1.8326
2005-05-17,1.8375,1.8424,1.8352,1.8318
2005-05-18,1.8326,1.8414,1.8389,1.8289
2005-05-19,1.8409,1.8434,1.835,1.8317
2005-05-20,1.8333,1.8391,1.8274,1.8228
2005-05-23,1.8256,1.8318,1.829,1.8239
2005-05-24,1.8295,1.836,1.8275,1.8257
2005-05-25,1.8295,1.8335,1.8313,1.8243
2005-05-26,1.8317,1.8326,1.8203,1.8185
2005-05-27,1.82,1.8273,1.8241,1.8195
2005-05-30,1.8243,1.8256,1.8229,1.8191
2005-05-31,1.8228,1.8257,1.817,1.8101
2005-06-01,1.8168,1.8225,1.8118,1.8074
2005-06-02,1.8086,1.8206,1.816,1.8079
2005-06-03,1.8157,1.8233,1.814,1.8096
2005-06-06,1.813,1.8249,1.8238,1.8123
2005-06-07,1.8239,1.8356,1.8346,1.8201
2005-06-08,1.8344,1.8403,1.8233,1.8218
2005-06-09,1.8235,1.8286,1.8199,1.817
2005-06-10,1.8199,1.8265,1.8138,1.8095
2005-06-13,1.8115,1.8138,1.8075,1.7997
2005-06-14,1.8066,1.8156,1.8061,1.8026
2005-06-15,1.8057,1.8248,1.8226,1.8042
2005-06-16,1.8211,1.8289,1.823,1.8164
2005-06-17,1.8229,1.8316,1.8301,1.8185
2005-06-20,1.8294,1.8294,1.8228,1.8209
2005-06-21,1.8226,1.8299,1.8285,1.8161
2005-06-22,1.8289,1.8331,1.8215,1.8174
2005-06-23,1.8218,1.8235,1.8147,1.8135
2005-06-24,1.8154,1.825,1.8237,1.8108
2005-06-27,1.8228,1.8315,1.8288,1.8217
2005-06-28,1.8284,1.8291,1.8163,1.8139
2005-06-29,1.8147,1.818,1.8064,1.7991
2005-06-30,1.8045,1.8104,1.7906,1.7869
2005-07-01,1.7915,1.7915,1.7678,1.7664
2005-07-04,1.7657,1.7678,1.7578,1.7567
2005-07-05,1.7584,1.7619,1.756,1.75
2005-07-06,1.7569,1.7611,1.752,1.7513
2005-07-07,1.7553,1.7557,1.7436,1.7399
2005-07-08,1.7435,1.7438,1.7381,1.7307
2005-07-11,1.7386,1.759,1.7576,1.7354
2005-07-12,1.7565,1.7788,1.7778,1.7545
2005-07-13,1.7781,1.7784,1.7631,1.7523
2005-07-14,1.7634,1.7646,1.7565,1.7544
2005-07-15,1.7558,1.7636,1.7504,1.7504
2005-07-18,1.7515,1.7564,1.7478,1.7451
2005-07-19,1.7467,1.7491,1.7398,1.7336
2005-07-20,1.7397,1.7456,1.74,1.7271
2005-07-21,1.7404,1.7615,1.7524,1.7391
2005-07-22,1.7538,1.7574,1.7398,1.7354
2005-07-25,1.7391,1.7473,1.7466,1.733
2005-07-26,1.7469,1.7471,1.7375,1.7344
2005-07-27,1.7387,1.7474,1.7432,1.7332
2005-07-28,1.7454,1.7597,1.7554,1.74
2005-07-29,1.7561,1.7612,1.756,1.7512
2005-08-01,1.7566,1.773,1.7664,1.7504
2005-08-02,1.7681,1.7752,1.7712,1.7664
2005-08-03,1.77,1.7831,1.777,1.7646
2005-08-04,1.7779,1.7826,1.7802,1.7709
2005-08-05,1.78,1.7826,1.7784,1.7711
2005-08-08,1.7761,1.7903,1.7842,1.7725
2005-08-09,1.7847,1.7917,1.787,1.7814
2005-08-10,1.7865,1.7979,1.7965,1.7859
2005-08-11,1.7934,1.8114,1.811,1.7931
2005-08-12,1.8112,1.8177,1.8133,1.807
2005-08-15,1.8159,1.8166,1.8112,1.8068
2005-08-16,1.8116,1.8145,1.8094,1.8035
2005-08-17,1.8099,1.8124,1.806,1.8015
2005-08-18,1.8057,1.8092,1.7931,1.791
2005-08-19,1.7949,1.7977,1.7962,1.7886
2005-08-22,1.7962,1.8047,1.7999,1.7935
2005-08-23,1.8007,1.8039,1.8003,1.7957
2005-08-24,1.8007,1.8028,1.8003,1.7902
2005-08-25,1.8002,1.8082,1.802,1.7975
2005-08-26,1.8028,1.8097,1.801,1.7987
2005-08-29,1.8015,1.8086,1.7954,1.7922
2005-08-30,1.7956,1.7965,1.7854,1.7818
2005-08-31,1.7864,1.8056,1.8035,1.7817
2005-09-01,1.8026,1.8371,1.8334,1.8002
2005-09-02,1.833,1.8449,1.8434,1.8298
2005-09-05,1.8395,1.8498,1.8436,1.8369
2005-09-06,1.8436,1.8467,1.8415,1.8369
2005-09-07,1.8413,1.846,1.8359,1.8351
2005-09-08,1.8358,1.8444,1.8356,1.8329
2005-09-09,1.8356,1.8427,1.8389,1.8317
2005-09-12,1.8389,1.8428,1.819,1.8181
2005-09-13,1.8188,1.8249,1.822,1.8181
2005-09-14,1.822,1.8302,1.8224,1.821
2005-09-15,1.8227,1.8241,1.8056,1.8033
2005-09-16,1.8056,1.8155,1.8079,1.8015
2005-09-19,1.8079,1.8079,1.8019,1.797
2005-09-20,1.8017,1.8081,1.7989,1.7977
2005-09-21,1.7986,1.813,1.8111,1.7958
2005-09-22,1.8112,1.8149,1.7899,1.7875
2005-09-23,1.7898,1.7929,1.7777,1.7756
2005-09-26,1.7721,1.7799,1.7782,1.7699
2005-09-27,1.7782,1.7787,1.7673,1.7635
2005-09-28,1.7672,1.7719,1.7679,1.7602
2005-09-29,1.7679,1.7703,1.7609,1.7588
2005-09-30,1.7607,1.7733,1.7634,1.7564
2005-10-03,1.7634,1.7634,1.754,1.7517
2005-10-04,1.7542,1.7624,1.7587,1.7511
2005-10-05,1.7588,1.7664,1.7639,1.7572
2005-10-06,1.7661,1.7814,1.7789,1.765
2005-10-07,1.7789,1.7791,1.7606,1.7572
2005-10-10,1.7606,1.7633,1.7554,1.7512
2005-10-11,1.7553,1.7558,1.7463,1.7441
2005-10-12,1.7455,1.7549,1.7524,1.739
2005-10-13,1.7525,1.7574,1.7559,1.7443
2005-10-14,1.7559,1.7706,1.7699,1.7482
2005-10-17,1.7679,1.7734,1.7533,1.7525
2005-10-18,1.7533,1.7535,1.7509,1.7422
2005-10-19,1.7509,1.7667,1.764,1.7427
2005-10-20,1.7639,1.775,1.7738,1.7594
2005-10-21,1.7738,1.7799,1.7675,1.7637
2005-10-24,1.7656,1.7731,1.7692,1.7644
2005-10-25,1.7692,1.787,1.7835,1.7632
2005-10-26,1.7835,1.7867,1.7752,1.7712
2005-10-27,1.775,1.7903,1.7826,1.7734
2005-10-28,1.7826,1.786,1.7729,1.7725
2005-10-31,1.7742,1.7824,1.7698,1.767
2005-11-01,1.7698,1.7727,1.7652,1.7601
2005-11-02,1.7653,1.7772,1.7766,1.7619
2005-11-03,1.7766,1.7793,1.7708,1.7689
2005-11-04,1.7706,1.7713,1.751,1.7456
2005-11-07,1.7483,1.7518,1.7439,1.7386
2005-11-08,1.7439,1.7447,1.7442,1.7325
2005-11-09,1.744,1.7459,1.7438,1.7356
2005-11-10,1.7436,1.7517,1.7416,1.7397
2005-11-11,1.7417,1.7435,1.7389,1.737
2005-11-14,1.742,1.7497,1.7368,1.7337
2005-11-15,1.7368,1.7398,1.7352,1.7299
2005-11-16,1.7332,1.7373,1.7179,1.7136
2005-11-17,1.7179,1.7225,1.7204,1.7145
2005-11-18,1.7198,1.7227,1.7169,1.7092
2005-11-21,1.7166,1.7247,1.7181,1.7137
2005-11-22,1.7176,1.7238,1.7218,1.7063
2005-11-23,1.7216,1.726,1.7232,1.7173
2005-11-24,1.7232,1.7285,1.7228,1.7197
2005-11-25,1.7228,1.7235,1.7135,1.7121
2005-11-28,1.7134,1.7343,1.7329,1.7046
2005-11-29,1.733,1.7331,1.7198,1.7142
2005-11-30,1.7196,1.7346,1.7293,1.7161
2005-12-01,1.7293,1.7342,1.7323,1.7257
2005-12-02,1.7323,1.7378,1.7336,1.7247
2005-12-05,1.7321,1.7442,1.7423,1.7275
2005-12-06,1.7423,1.7453,1.7416,1.731
2005-12-07,1.7419,1.7427,1.7343,1.7289
2005-12-08,1.7345,1.756,1.7537,1.7311
2005-12-09,1.7536,1.7567,1.7543,1.746
2005-12-12,1.7546,1.7772,1.7754,1.7491
2005-12-13,1.7755,1.7781,1.7693,1.7652
2005-12-14,1.7695,1.7809,1.7729,1.7678
2005-12-15,1.7731,1.7747,1.7641,1.761
2005-12-16,1.7642,1.7741,1.7721,1.7622
2005-12-19,1.7724,1.773,1.7625,1.7589
2005-12-20,1.7627,1.7682,1.755,1.7525
2005-12-21,1.7546,1.7591,1.7447,1.7381
2005-12-22,1.7447,1.7465,1.7368,1.7335
2005-12-23,1.737,1.7403,1.7342,1.7303
2005-12-26,1.7333,1.7379,1.7333,1.73
2005-12-27,1.7333,1.7383,1.7271,1.7264
2005-12-28,1.727,1.7408,1.7163,1.7126
2005-12-29,1.7166,1.7281,1.7247,1.7158
2005-12-30,1.7249,1.7294,1.7198,1.7162
2006-01-02,1.7217,1.7249,1.7201,1.7193
2006-01-03,1.7199,1.7462,1.7457,1.7185
2006-01-04,1.7457,1.7616,1.7582,1.7446
2006-01-05,1.7586,1.7589,1.7557,1.7481
2006-01-06,1.7557,1.772,1.7704,1.751
2006-01-09,1.7639,1.7724,1.7652,1.7623
2006-01-10,1.7651,1.7701,1.7643,1.7615
2006-01-11,1.7645,1.767,1.764,1.7514
2006-01-12,1.7642,1.7726,1.76,1.7576
2006-01-13,1.76,1.7779,1.7759,1.759
2006-01-16,1.7769,1.7796,1.7682,1.7638
2006-01-17,1.7684,1.7701,1.7673,1.7584
2006-01-18,1.7674,1.7705,1.7637,1.7584
2006-01-19,1.7637,1.7639,1.7594,1.7525
2006-01-20,1.7592,1.7723,1.7715,1.7533
2006-01-23,1.7705,1.7881,1.786,1.7699
2006-01-24,1.7871,1.7895,1.7843,1.7803
2006-01-25,1.7847,1.7934,1.7837,1.7814
2006-01-26,1.7837,1.789,1.7799,1.7775
2006-01-27,1.7787,1.7877,1.7674,1.7664
2006-01-30,1.7685,1.7715,1.7685,1.7632
2006-01-31,1.7683,1.7858,1.7793,1.7663
2006-02-01,1.7791,1.7812,1.7746,1.7723
2006-02-02,1.7745,1.7813,1.7806,1.7709
2006-02-03,1.7803,1.7833,1.7617,1.7589
2006-02-06,1.7626,1.764,1.7474,1.7432
2006-02-07,1.7476,1.7515,1.7444,1.7402
2006-02-08,1.7445,1.7474,1.7413,1.7376
2006-02-09,1.7413,1.7462,1.7411,1.7371
2006-02-10,1.7412,1.7574,1.7446,1.7405
2006-02-13,1.7439,1.7448,1.7409,1.7362
2006-02-14,1.7406,1.7445,1.7359,1.7276
2006-02-15,1.7362,1.7487,1.7407,1.7328
2006-02-16,1.7406,1.7414,1.7391,1.7303
2006-02-17,1.7407,1.7422,1.7408,1.7368
2006-02-20,1.7411,1.7461,1.7434,1.7403
2006-02-21,1.7435,1.7474,1.7456,1.7412
2006-02-22,1.7456,1.7466,1.7436,1.7372
2006-02-23,1.7436,1.7552,1.7514,1.7411
2006-02-24,1.7509,1.7534,1.7452,1.7425
2006-02-27,1.7444,1.7451,1.7399,1.7375
2006-02-28,1.74,1.7569,1.7535,1.7374
2006-03-01,1.7532,1.7593,1.7494,1.7459
2006-03-02,1.7499,1.7549,1.7537,1.7431
2006-03-03,1.7534,1.7586,1.7538,1.7501
2006-03-06,1.7564,1.7623,1.7501,1.7464
2006-03-07,1.7501,1.7507,1.7358,1.7328
2006-03-08,1.7357,1.742,1.7386,1.7341
2006-03-09,1.7385,1.7412,1.7354,1.7343
2006-03-10,1.7355,1.7398,1.7261,1.7228
2006-03-13,1.7263,1.7334,1.7325,1.723
2006-03-14,1.7325,1.7485,1.746,1.7325
2006-03-15,1.7461,1.7494,1.7474,1.7417
2006-03-16,1.748,1.7595,1.7572,1.7438
2006-03-17,1.7571,1.7576,1.7569,1.7509
2006-03-20,1.7547,1.7586,1.7562,1.7523
2006-03-21,1.7551,1.7562,1.7477,1.7449
2006-03-22,1.7475,1.7507,1.7471,1.745
2006-03-23,1.747,1.7473,1.7341,1.7326
2006-03-24,1.7347,1.7443,1.7423,1.7308
2006-03-27,1.7429,1.7493,1.746,1.7413
2006-03-28,1.7464,1.7538,1.7424,1.7423
2006-03-29,1.7427,1.7442,1.7335,1.7315
2006-03-30,1.7345,1.7482,1.746,1.7333
2006-03-31,1.7464,1.7477,1.7363,1.7334
2006-04-03,1.7362,1.7404,1.7396,1.7248
2006-04-04,1.7394,1.7575,1.7548,1.7368
2006-04-05,1.755,1.7616,1.754,1.7477
2006-04-06,1.7537,1.7596,1.7516,1.7488
2006-04-07,1.7511,1.7537,1.7436,1.7392
2006-04-10,1.7427,1.747,1.7439,1.7374
2006-04-11,1.7435,1.7494,1.7481,1.7391
2006-04-12,1.7487,1.757,1.75,1.7458
2006-04-13,1.7503,1.7565,1.7523,1.7482
2006-04-14,1.7522,1.7534,1.7509,1.7503
2006-04-17,1.7531,1.7747,1.7701,1.7527
2006-04-18,1.7703,1.7843,1.7829,1.7674
2006-04-19,1.7834,1.7934,1.7922,1.7794
2006-04-20,1.7923,1.7924,1.7779,1.7752
2006-04-21,1.7781,1.7845,1.7821,1.7751
2006-04-24,1.786,1.7931,1.7856,1.7789
2006-04-25,1.7861,1.7942,1.7873,1.7821
2006-04-26,1.7874,1.7909,1.7842,1.7798
2006-04-27,1.7843,1.8045,1.8015,1.7819
2006-04-28,1.801,1.8244,1.8232,1.7998
2006-05-01,1.8236,1.8414,1.8236,1.8204
2006-05-02,1.824,1.8424,1.8393,1.8206
2006-05-03,1.8394,1.8476,1.8423,1.8353
2006-05-04,1.8424,1.8549,1.8524,1.8334
2006-05-05,1.8525,1.8622,1.8585,1.8472
2006-05-08,1.8624,1.8692,1.8574,1.8547
2006-05-09,1.8578,1.8688,1.8668,1.8513
2006-05-10,1.867,1.8729,1.8646,1.8602
2006-05-11,1.8642,1.8857,1.8818,1.8529
2006-05-12,1.882,1.8998,1.8946,1.8818
2006-05-15,1.8964,1.8996,1.8791,1.8762
2006-05-16,1.8789,1.8895,1.8881,1.8746
2006-05-17,1.888,1.9024,1.8799,1.8773
2006-05-18,1.8798,1.8962,1.8948,1.8791
2006-05-19,1.895,1.8955,1.8778,1.8698
2006-05-22,1.8765,1.8886,1.8851,1.8631
2006-05-23,1.8848,1.8885,1.8789,1.8774
2006-05-24,1.8761,1.886,1.8687,1.8652
2006-05-25,1.8685,1.8772,1.877,1.8664
2006-05-26,1.8772,1.8773,1.8566,1.8529
2006-05-29,1.8576,1.8641,1.8588,1.8558
2006-05-30,1.8587,1.8867,1.8834,1.8578
2006-05-31,1.8831,1.8854,1.8712,1.8684
2006-06-01,1.8716,1.8725,1.8657,1.8565
2006-06-02,1.8663,1.886,1.8834,1.8607
2006-06-05,1.8831,1.8879,1.8721,1.8716
2006-06-06,1.872,1.8772,1.8604,1.8589
2006-06-07,1.8606,1.8648,1.8565,1.8526
2006-06-08,1.8571,1.8577,1.8435,1.837
2006-06-09,1.8436,1.8483,1.8405,1.836
2006-06-12,1.8391,1.8469,1.842,1.8378
2006-06-13,1.8423,1.8455,1.8343,1.8314
2006-06-14,1.8341,1.8498,1.843,1.8332
2006-06-15,1.8431,1.8547,1.8484,1.8418
2006-06-16,1.8486,1.8558,1.8493,1.8469
2006-06-19,1.8517,1.8533,1.8405,1.8365
2006-06-20,1.8403,1.8459,1.8419,1.8367
2006-06-21,1.8422,1.8472,1.8456,1.8404
2006-06-22,1.8455,1.8467,1.8279,1.8261
2006-06-23,1.8278,1.8312,1.8181,1.8123
2006-06-26,1.8186,1.8247,1.8233,1.8159
2006-06-27,1.823,1.8263,1.8215,1.8183
2006-06-28,1.8207,1.824,1.8184,1.814
2006-06-29,1.8181,1.8289,1.827,1.8087
2006-06-30,1.8271,1.8496,1.8487,1.827
2006-07-03,1.8471,1.8488,1.8418,1.8382
2006-07-04,1.8413,1.8479,1.844,1.8412
2006-07-05,1.8439,1.8487,1.834,1.8324
2006-07-06,1.8342,1.8409,1.8372,1.833
2006-07-07,1.8372,1.8539,1.8525,1.8353
2006-07-10,1.8499,1.8522,1.8419,1.8363
2006-07-11,1.842,1.8473,1.8442,1.8363
2006-07-12,1.8443,1.848,1.8343,1.8308
2006-07-13,1.834,1.8466,1.8436,1.8328
2006-07-14,1.8434,1.8448,1.8374,1.8337
2006-07-17,1.8374,1.8387,1.8194,1.8175
2006-07-18,1.8195,1.8329,1.8257,1.8181
2006-07-19,1.8263,1.8441,1.8417,1.8227
2006-07-20,1.8422,1.8518,1.8479,1.8413
2006-07-21,1.8485,1.8598,1.8588,1.8466
2006-07-24,1.859,1.8595,1.851,1.8478
2006-07-25,1.8512,1.8536,1.8399,1.8383
2006-07-26,1.8401,1.855,1.8544,1.8389
2006-07-27,1.8542,1.8674,1.858,1.8526
2006-07-28,1.8579,1.8665,1.8628,1.854
2006-07-31,1.8626,1.8689,1.8678,1.8615
2006-08-01,1.8675,1.8765,1.8758,1.8624
2006-08-02,1.8755,1.8794,1.8769,1.873
2006-08-03,1.877,1.8913,1.8874,1.8698
2006-08-04,1.8876,1.9128,1.908,1.885
2006-08-07,1.9073,1.9114,1.9037,1.9037
2006-08-08,1.9041,1.9142,1.9063,1.9032
2006-08-09,1.9062,1.9109,1.9047,1.8971
2006-08-10,1.9048,1.9088,1.8936,1.8868
2006-08-11,1.8937,1.8989,1.8899,1.8886
2006-08-14,1.8896,1.895,1.8886,1.8842
2006-08-15,1.8888,1.8975,1.8937,1.8854
2006-08-16,1.8937,1.9023,1.8966,1.8879
2006-08-17,1.8954,1.9008,1.8856,1.882
2006-08-18,1.8852,1.8868,1.8813,1.8774
2006-08-21,1.8822,1.8996,1.8925,1.8817
2006-08-22,1.8924,1.895,1.8877,1.8854
2006-08-23,1.8878,1.8995,1.8926,1.8863
2006-08-24,1.8928,1.897,1.8875,1.8858
2006-08-25,1.8873,1.8915,1.8869,1.8829
2006-08-28,1.8873,1.8989,1.8935,1.8861
2006-08-29,1.8935,1.9028,1.8994,1.8898
2006-08-30,1.8993,1.9061,1.904,1.8972
2006-08-31,1.9035,1.9091,1.9039,1.8995
2006-09-01,1.9038,1.9068,1.9066,1.8957
2006-09-04,1.9066,1.9081,1.9059,1.9029
2006-09-05,1.9058,1.906,1.8937,1.8913
2006-09-06,1.8938,1.8957,1.8854,1.8792
2006-09-07,1.8853,1.8871,1.8759,1.8707
2006-09-08,1.8759,1.8763,1.8652,1.8627
2006-09-11,1.865,1.8705,1.8646,1.8604
2006-09-12,1.8644,1.8771,1.8738,1.8641
2006-09-13,1.8742,1.8778,1.8774,1.871
2006-09-14,1.8774,1.8917,1.8864,1.8757
2006-09-15,1.8858,1.888,1.8804,1.8756
2006-09-18,1.8791,1.8839,1.8807,1.8735
2006-09-19,1.8807,1.8886,1.8807,1.8771
2006-09-20,1.8811,1.8928,1.8877,1.8803
2006-09-21,1.8872,1.9032,1.9022,1.8863
2006-09-22,1.9023,1.9063,1.9,1.8993
2006-09-25,1.9005,1.9072,1.9001,1.8982
2006-09-26,1.9001,1.9027,1.8941,1.893
2006-09-27,1.8941,1.8959,1.8889,1.8854
2006-09-28,1.889,1.8915,1.8756,1.8723
2006-09-29,1.8753,1.8779,1.8723,1.8634
2006-10-02,1.8747,1.8876,1.8864,1.8676
2006-10-03,1.8866,1.8901,1.8876,1.8855
2006-10-04,1.8875,1.8883,1.8865,1.878
2006-10-05,1.8866,1.8868,1.8786,1.875
2006-10-06,1.8787,1.8873,1.8705,1.8674
2006-10-09,1.8689,1.8711,1.8667,1.8635
2006-10-10,1.8667,1.8701,1.8539,1.8526
2006-10-11,1.8539,1.8587,1.8542,1.8517
2006-10-12,1.8544,1.8612,1.8591,1.8536
2006-10-13,1.8589,1.8636,1.8554,1.8533
2006-10-16,1.8549,1.8646,1.8619,1.8523
2006-10-17,1.862,1.8736,1.8716,1.8608
2006-10-18,1.8715,1.8738,1.8675,1.8662
2006-10-19,1.8676,1.8799,1.8773,1.8664
2006-10-20,1.8773,1.8858,1.8832,1.8755
2006-10-23,1.8829,1.883,1.8727,1.8686
2006-10-24,1.8728,1.8768,1.8723,1.8674
2006-10-25,1.8725,1.8798,1.8778,1.872
2006-10-26,1.8782,1.8925,1.8897,1.8778
2006-10-27,1.8898,1.9001,1.8981,1.8871
2006-10-30,1.8957,1.9042,1.9012,1.8953
2006-10-31,1.9011,1.9097,1.9073,1.8959
2006-11-01,1.9073,1.9136,1.9086,1.9055
2006-11-02,1.9085,1.9105,1.9084,1.9033
2006-11-03,1.9084,1.9113,1.9007,1.8975
2006-11-06,1.9018,1.9028,1.8976,1.8948
2006-11-07,1.8975,1.9122,1.9058,1.8969
2006-11-08,1.9059,1.9095,1.9054,1.9007
2006-11-09,1.9053,1.9084,1.9051,1.8974
2006-11-10,1.905,1.9178,1.9107,1.905
2006-11-13,1.9106,1.9152,1.9011,1.8997
2006-11-14,1.901,1.9049,1.8952,1.8924
2006-11-15,1.8954,1.8969,1.8891,1.8837
2006-11-16,1.8887,1.8931,1.888,1.8852
2006-11-17,1.8881,1.8966,1.8951,1.8836
2006-11-20,1.895,1.8987,1.8976,1.8931
2006-11-21,1.8976,1.9003,1.8987,1.8961
2006-11-22,1.8989,1.9166,1.9146,1.8985
2006-11-23,1.9144,1.9168,1.9156,1.9129
2006-11-24,1.9154,1.9349,1.932,1.9145
2006-11-27,1.9388,1.9457,1.9376,1.9307
2006-11-28,1.938,1.9533,1.9516,1.9367
2006-11-29,1.9515,1.9544,1.9463,1.9433
2006-11-30,1.9464,1.9698,1.9661,1.9447
2006-12-01,1.966,1.9847,1.9808,1.9636
2006-12-04,1.9766,1.9837,1.9813,1.9725
2006-12-05,1.981,1.982,1.9731,1.9678
2006-12-06,1.973,1.9738,1.9661,1.9618
2006-12-07,1.9661,1.971,1.9631,1.9611
2006-12-08,1.9631,1.9727,1.9546,1.9513
2006-12-11,1.9518,1.9594,1.958,1.9466
2006-12-12,1.9576,1.9714,1.9711,1.9575
2006-12-13,1.9711,1.9727,1.9664,1.9607
2006-12-14,1.9662,1.9711,1.9602,1.9579
2006-12-15,1.9605,1.9663,1.9519,1.9498
2006-12-18,1.9526,1.9579,1.9469,1.9433
2006-12-19,1.9472,1.9701,1.97,1.9465
2006-12-20,1.9697,1.9748,1.9645,1.9618
2006-12-21,1.9647,1.9697,1.9611,1.9558
2006-12-22,1.9612,1.968,1.958,1.956
2006-12-25,1.958,1.9756,1.9752,1.9555
2006-12-26,1.9677,1.9677,1.9536,1.9515
2006-12-27,1.9537,1.963,1.9563,1.9527
2006-12-28,1.9561,1.9677,1.9629,1.9555
2006-12-29,1.9628,1.967,1.9586,1.9566
2007-01-01,1.9587,1.959,1.959,1.9575
2007-01-02,1.9591,1.9742,1.9736,1.9589
2007-01-03,1.9735,1.9751,1.9511,1.9482
2007-01-04,1.9512,1.953,1.9428,1.9397
2007-01-05,1.9427,1.9444,1.9291,1.9264
2007-01-08,1.9307,1.9404,1.9379,1.9259
2007-01-09,1.9376,1.9455,1.9396,1.9372
2007-01-10,1.9396,1.9421,1.9319,1.9316
2007-01-11,1.932,1.9534,1.9451,1.9317
2007-01-12,1.9451,1.9606,1.9589,1.9427
2007-01-15,1.9639,1.9652,1.9643,1.963
2007-01-16,1.9644,1.9702,1.9609,1.9591
2007-01-17,1.9612,1.9723,1.9697,1.9601
2007-01-18,1.9697,1.9778,1.9743,1.9635
2007-01-19,1.9742,1.977,1.9737,1.9695
2007-01-22,1.9738,1.9786,1.9761,1.9717
2007-01-23,1.9761,1.9914,1.9814,1.9751
2007-01-24,1.9813,1.983,1.9695,1.9645
2007-01-25,1.9696,1.9731,1.9639,1.9626
2007-01-26,1.9641,1.968,1.9588,1.9559
2007-01-29,1.9595,1.9614,1.961,1.9549
2007-01-30,1.9608,1.9695,1.9627,1.9599
2007-01-31,1.9626,1.9669,1.9652,1.9481
2007-02-01,1.9648,1.9735,1.9667,1.9621
2007-02-02,1.9666,1.9746,1.966,1.9637
